indicator,type,category,severity,brand,ip,ip_country,is_cloudflare,server_fp,favicon_mmh3,registered_at,title,groq_desc,form_labels,registrar,source
fiipcash.com,domain,PHISHING_CRYPTO,HIGH,fiipcash,104.21.4.92,,True,811e0897f489,,2026-05-20,Flipcash,"Cryptocurrency-related phishing site, possibly for Flipcash",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
firelight-finances.net,domain,PHISHING_CRYPTO,HIGH,,172.67.128.62,,True,811e0897f489,,2026-04-23,Firelight Finance — DeFi Vault Protocol on XRPL,"Phishing attempt targeting cryptocurrency users, specifically Firelight Finance",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
flying-tulip.net,domain,PHISHING_CRYPTO,HIGH,,188.114.96.3,,True,811e0897f489,,2026-05-04,"FlyingTulip — Better Yield, Better UX for DeFi",Potential phishing site for cryptocurrency users,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
fxchallengers.com,domain,PHISHING_CRYPTO,HIGH,,172.67.193.190,,True,811e0897f489,,2026-05-31,Suspected Phishing | Cloudflare,Phishing website targeting cryptocurrency information,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
garovex.com,domain,PHISHING_CRYPTO,HIGH,,172.67.187.24,,True,811e0897f489,,2026-04-01,Suspected Phishing | Cloudflare,Suspected phishing attempt targeting cryptocurrency users,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
gedopex.com,domain,PHISHING_CRYPTO,HIGH,,188.114.96.3,,True,811e0897f489,,2026-05-20,Suspected Phishing | Cloudflare,Suspected phishing attempt targeting cryptocurrency users,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
genmusk.com,domain,PHISHING_CRYPTO,HIGH,,104.21.48.100,,True,811e0897f489,,2026-05-20,Crypto Giveaway | ISHOWSPEED,Fake crypto giveaway scam,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
gerovex.com,domain,PHISHING_CRYPTO,HIGH,,172.67.163.82,,True,811e0897f489,1869784862,2026-04-02,Gerovex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Fake crypto casino claiming to be affiliated with Elon Musk,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
gewomex.com,domain,PHISHING_CRYPTO,HIGH,Casino,188.114.97.3,,True,811e0897f489,1869784862,2026-05-18,Gewomex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Fake crypto casino claiming to be powered by Elon Musk,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
gonebet-egir.icu,domain,PHISHING_CRYPTO,HIGH,,172.67.219.52,,True,811e0897f489,,2026-06-05,Just a moment...,"Phishing attempt with a security verification page, possible cryptocurrency scam",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
gonebet-kazancli.icu,domain,PHISHING_CRYPTO,HIGH,,188.114.97.3,,True,811e0897f489,,2026-06-05,Just a moment...,"Phishing attempt with a security verification page, possible cryptocurrency scam",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
gotexplay.com,domain,PHISHING_CRYPTO,HIGH,,104.21.6.72,,True,811e0897f489,-736095526,2026-05-24,Gotexplay: Most Popular Online Crypto Casino Based on Blockchain,Fake crypto casino claiming to be the most popular online casino based on blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
hemivex.com,domain,PHISHING_CRYPTO,HIGH,,172.67.186.189,,True,811e0897f489,1869784862,2026-04-02,Hemivex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Fake crypto casino claiming to be affiliated with Elon Musk,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
hexowin149.pro,domain,PHISHING_CRYPTO,HIGH,,188.114.97.3,,True,811e0897f489,,2026-03-23,Suspected Misleading Website | Cloudflare,Suspected Misleading Website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
insidemusk.com,domain,PHISHING_CRYPTO,HIGH,,104.21.17.247,,True,811e0897f489,,2026-05-20,Biggest Crypto Giveaway | ELON MUSK GIVEAWAY,Phishing website impersonating Elon Musk's crypto giveaway,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
issacpharmacy.com,domain,PHISHING_CRYPTO,HIGH,,190.115.31.173,BZ,False,4b8db6e031cc,,2025-07-30,DDoS-Guard,"DDoS-Guard site, may be a cryptocurrency phishing site",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
ivermectin-3mg.com,domain,PHISHING_CRYPTO,HIGH,,190.115.31.173,BZ,False,4b8db6e031cc,,2025-07-28,DDoS-Guard,"DDoS-Guard site, may be a cryptocurrency phishing site",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
ivermectina.org,domain,PHISHING_CRYPTO,HIGH,,190.115.31.173,BZ,False,4b8db6e031cc,,2025-07-24,DDoS-Guard,"DDoS-Guard site, may be a cryptocurrency phishing site",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
ivermectinsts.com,domain,PHISHING_CRYPTO,HIGH,,190.115.31.173,BZ,False,4b8db6e031cc,,2025-07-28,DDoS-Guard,"DDoS-Guard site, may be a cryptocurrency phishing site",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
jpawe.com,domain,PHISHING_CRYPTO,HIGH,,188.114.97.3,,True,811e0897f489,-736095526,2026-05-21,Jpawe: Most Popular Online Crypto Casino Based on Blockchain,Fake crypto casino claiming to be the most popular online casino based on blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
kanimex.com,domain,PHISHING_CRYPTO,HIGH,Casino,104.21.28.236,,True,811e0897f489,,2026-04-09,Kanimex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Elon Musk impersonation for crypto casino scam,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
kedovex.com,domain,PHISHING_CRYPTO,HIGH,,188.114.96.3,,True,811e0897f489,1869784862,2026-04-02,Kedovex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Fake crypto casino claiming to be affiliated with Elon Musk,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
kegodex.com,domain,PHISHING_CRYPTO,HIGH,Casino,188.114.97.3,,True,811e0897f489,1869784862,2026-06-04,Kegodex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Elon Musk impersonation for crypto casino scam,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
kemivex.com,domain,PHISHING_CRYPTO,HIGH,Casino,188.114.96.3,,True,811e0897f489,1869784862,2026-04-02,Kemivex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Elon Musk impersonation for crypto casino scam,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
kenovex.com,domain,PHISHING_CRYPTO,HIGH,,188.114.97.3,,True,811e0897f489,1869784862,2026-04-02,Kenovex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Fake crypto casino claiming to be affiliated with Elon Musk,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
kinggrand.net,domain,PHISHING_CRYPTO,HIGH,Casino,,,True,811e0897f489,-715517540,2026-03-21,Kinggrand: Donald Trump’s Leading Blockchain Crypto Casino,Donald Trump impersonation for crypto casino scam,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
kirawex.com,domain,PHISHING_CRYPTO,HIGH,Casino,188.114.97.3,,True,811e0897f489,1869784862,2026-05-02,Kirawex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Elon Musk impersonation for crypto casino scam,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
kitonex.com,domain,PHISHING_CRYPTO,HIGH,Casino,172.67.131.145,,True,811e0897f489,1869784862,2026-06-04,Kitonex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Elon Musk impersonation for crypto casino scam,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
koesux.com,domain,PHISHING_CRYPTO,HIGH,Casino,188.114.96.3,,True,811e0897f489,-736095526,2026-05-30,Koesux: Most Popular Online Crypto Casino Based on Blockchain,Most popular online crypto casino based on blockchain scam,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
kogamb.com,domain,PHISHING_CRYPTO,HIGH,Casino,104.21.7.19,,True,811e0897f489,-736095526,2026-04-06,Kogamb: Most Popular Online Crypto Casino Based on Blockchain,Most popular online crypto casino based on blockchain scam,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
ledgerfirmware.app,domain,PHISHING_CRYPTO,HIGH,LedgerScam,64.187.97.204,US,False,2b5646e2d841,,2026-06-05,Xaman – XRP Community Day | Vote & Claim Your Allocation,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
leflashroyal.com,domain,PHISHING_CRYPTO,HIGH,,104.21.89.45,,True,811e0897f489,-736095526,2026-05-30,Leflashroyal: Most Popular Online Crypto Casino Based on Blockchain,Fake crypto casino claiming to be the most popular online casino based on blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
letovex.com,domain,PHISHING_CRYPTO,HIGH,Casino,188.114.97.3,,True,811e0897f489,,2026-04-02,Letovex: Elon Musk’s Official Crypto Casino Powered by Blockchain,"Elon Musk’s Official Crypto Casino Powered by Blockchain, potential phishing attempt",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
linkcasihash.info,domain,PHISHING_CRYPTO,HIGH,,,,False,a1b77bce0100,,2026-03-21,Age Verification,Age verification required,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
luckydicecasino.net,domain,PHISHING_CRYPTO,HIGH,Casino,188.114.97.3,,True,811e0897f489,-736095526,2026-05-09,Luckydicecasino: Most Popular Online Crypto Casino Based on Blockchain,"Most Popular Online Crypto Casino Based on Blockchain, potential phishing attempt",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
luckyempire.org,domain,PHISHING_CRYPTO,HIGH,,188.114.97.3,,True,811e0897f489,,2026-04-08,Luckyempire: Most Popular Online Crypto Casino Based on Blockchain,Fake crypto casino claiming to be the most popular online casino based on blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
lunaland.app,domain,PHISHING_CRYPTO,HIGH,,104.21.3.32,,True,811e0897f489,-736095526,2026-04-16,Lunaland: Most Popular Online Crypto Casino Based on Blockchain,Fake crypto casino claiming to be the most popular online casino based on blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
luxefex.com,domain,PHISHING_CRYPTO,HIGH,Casino,104.21.28.211,,True,811e0897f489,1869784862,2026-06-01,Luxefex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Elon Musk's official crypto casino powered by blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
m-harbiwin721.com,domain,PHISHING_CRYPTO,HIGH,m-harbiwin721.com,172.67.180.89,,True,811e0897f489,,2026-05-14,Attention Required! | Cloudflare,Attention Required! | Cloudflare,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
m1486bets10.com,domain,PHISHING_CRYPTO,HIGH,m1486bets10.com,172.67.209.67,,True,811e0897f489,,2026-03-27,Suspected Phishing | Cloudflare,Suspected Phishing | Cloudflare,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
macewex.com,domain,PHISHING_CRYPTO,HIGH,Casino,104.21.61.225,,True,811e0897f489,1869784862,2026-05-05,Macewex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Elon Musk's official crypto casino powered by blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
madridbet0183.com,domain,PHISHING_CRYPTO,HIGH,madridbet0183.com,188.114.96.3,,True,811e0897f489,,2026-05-19,Suspected Phishing | Cloudflare,Suspected Phishing | Cloudflare,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
makanexaa.com,domain,PHISHING_CRYPTO,HIGH,,92.113.23.216,UA,False,21eb66660b45,1909049859,2025-11-03,"Makanexaa | CFD Trading — Trading on Stocks, Gold, Oil, Indices",Suspicious cryptocurrency trading website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
manage-firmware.net,domain,PHISHING_CRYPTO,HIGH,LedgerScam,104.207.76.194,,False,d8c33640a2fc,,2026-05-18,,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
marsowex.com,domain,PHISHING_CRYPTO,HIGH,,188.114.97.3,,True,811e0897f489,,2026-04-23,Suspected Phishing | Cloudflare,Suspicious cryptocurrency casino website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
maxdice.pro,domain,PHISHING_CRYPTO,HIGH,,188.114.96.3,,True,811e0897f489,,2026-05-27,Suspected Phishing | Cloudflare,Suspected phishing attempt targeting cryptocurrency users.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
maxospins.com,domain,PHISHING_CRYPTO,HIGH,,104.21.4.127,,True,811e0897f489,-736095526,2026-05-21,Maxospins: Most Popular Online Crypto Casino Based on Blockchain,Fake crypto casino claiming to be the most popular online casino based on blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mega-duel.com,domain,PHISHING_CRYPTO,HIGH,,172.67.210.196,,True,811e0897f489,,2026-05-12,Mega-duel: Most Popular Online Crypto Casino Based on Blockchain,Fake crypto casino claiming to be the most popular online casino based on blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mellonecas.com,domain,PHISHING_CRYPTO,HIGH,,188.114.97.3,,True,811e0897f489,,2026-03-31,Mellonecas: Most Popular Online Crypto Casino Based on Blockchain,Fake crypto casino claiming to be the most popular online casino based on blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
memowex.com,domain,PHISHING_CRYPTO,HIGH,Casino,172.67.139.199,,True,811e0897f489,1869784862,2026-04-24,Memowex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Elon Musk’s official crypto casino may be phishing,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
menowex.com,domain,PHISHING_CRYPTO,HIGH,Casino,188.114.96.3,,True,811e0897f489,1869784862,2026-04-24,Menowex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Elon Musk’s official crypto casino may be phishing,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mescaz.com,domain,PHISHING_CRYPTO,HIGH,Casino,104.21.60.11,,False,c7cc5bd0c92d,,2026-05-08,Mescaz: Most Popular Online Crypto Casino Based on Blockchain,Most popular online crypto casino may be phishing,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
meucax.com,domain,PHISHING_CRYPTO,HIGH,Casino,172.67.220.176,,False,24be2aa9d598,-375787740,2026-05-12,Meucax: Most Popular Online Crypto Casino Based on Blockchain,… page may be phishing,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mezorex.com,domain,PHISHING_CRYPTO,HIGH,Casino,172.67.180.4,,True,811e0897f489,,2026-04-28,Mezorex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Elon Musk’s official crypto casino may be phishing,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
naopux.com,domain,PHISHING_CRYPTO,HIGH,Casino,,,True,811e0897f489,-736095526,2026-06-08,Naopux: Most Popular Online Crypto Casino Based on Blockchain,Fake Elon Musk's official crypto casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nedorex.com,domain,PHISHING_CRYPTO,HIGH,Casino,172.67.195.224,,True,811e0897f489,1869784862,2026-06-04,Nedorex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Fake Elon Musk's official crypto casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nemudex.com,domain,PHISHING_CRYPTO,HIGH,,172.67.132.73,,True,811e0897f489,-1378036481,2026-04-23,Suspected Phishing | Cloudflare,Suspected phishing website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nemufex.com,domain,PHISHING_CRYPTO,HIGH,Casino,188.114.96.3,,True,811e0897f489,1869784862,2026-04-10,Nemufex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Fake Elon Musk's official crypto casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nemuvex.com,domain,PHISHING_CRYPTO,HIGH,Casino,188.114.96.3,,True,811e0897f489,,2026-04-18,Nemuvex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Fake Elon Musk's official crypto casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nensen.net,domain,PHISHING_CRYPTO,HIGH,Casino,188.114.97.3,,False,c7cc5bd0c92d,-736095526,2026-04-23,Nensen: Most Popular Online Crypto Casino Based on Blockchain,Fake Elon Musk's official crypto casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nensen.org,domain,PHISHING_CRYPTO,HIGH,Casino,104.21.8.191,,True,811e0897f489,-736095526,2026-05-06,Nensen: Most Popular Online Crypto Casino Based on Blockchain,Fake Elon Musk's official crypto casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
neowin.pro,domain,PHISHING_CRYPTO,HIGH,,188.114.96.3,,True,811e0897f489,,2026-05-27,Suspected Phishing | Cloudflare,Suspected phishing website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nepomex.com,domain,PHISHING_CRYPTO,HIGH,Casino,172.67.182.140,,True,811e0897f489,1869784862,2026-05-31,Nepomex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Fake Elon Musk's official crypto casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nerudex.com,domain,PHISHING_CRYPTO,HIGH,,188.114.97.3,,True,811e0897f489,-1378036481,2026-04-24,Suspected Phishing | Cloudflare,Suspected phishing website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
parmabet-guncel.icu,domain,PHISHING_CRYPTO,HIGH,,131.222.213.13,US,False,4492f7f3e69c,,2026-05-12,403 Forbidden,Phishing attempt targeting cryptocurrency users with DDoS protection scam,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
parmabetgiris2.icu,domain,PHISHING_CRYPTO,HIGH,,131.222.213.13,US,False,4492f7f3e69c,,2026-05-09,403 Forbidden,Phishing attempt targeting cryptocurrency users with DDoS protection scam,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
parmabetgiris86.icu,domain,PHISHING_CRYPTO,HIGH,,131.222.213.13,US,False,4492f7f3e69c,,2026-05-14,403 Forbidden,Phishing attempt targeting cryptocurrency users with DDoS protection scam,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
parmabetguncelgirisadresi.icu,domain,PHISHING_CRYPTO,HIGH,,131.222.213.13,US,False,4492f7f3e69c,,2026-05-09,403 Forbidden,Phishing attempt targeting cryptocurrency users with DDoS protection scam,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
parmabetguncellink.icu,domain,PHISHING_CRYPTO,HIGH,,131.222.213.13,US,False,4492f7f3e69c,,2026-05-13,403 Forbidden,Phishing attempt targeting cryptocurrency users with DDoS protection scam,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
payitnowtkn.com,domain,PHISHING_CRYPTO,HIGH,,188.114.96.3,,True,811e0897f489,1733353595,2026-06-03,Pay It Now (PIN) - NZ's Leading Blockchain Innovator,A suspected cryptocurrency phishing website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
