domain,registrar,registered_at,expiring_at,emails,phones,ip,ip_country,status_code,page_type,final_url,server,server_fp,is_cloudflare,favicon_mmh3,body_simhash,parking_service,title,h1,meta_desc,body_text_500,lang,form_count,field_types,form_labels,captcha,screenshot,threat_hits,threat_sources,threat_types,ti_max_severity,category,severity,severity_label,brand,notes,groq_desc,ip_asn
eurochoicepharmacy.com,Fewmoretaps OU d/b/a Trustname.com,2025-11-15,2026-11-15,,,92.113.23.77,UA,200,active_with_forms,https://eurochoicepharmacy.com,cloudflare,c794b850da31,True,-364187614,1b25984bd8ec071c,,Home -,Home,,Skip to content Hard-to-Get Medications: Your Private & Reliable Online PharmacyOrder NowBuy Nembutal & Pentobarbital Online - Discreet & Secure DeliveryOrder Now Hard-to-Get Medications: Your Private & Reliable Online PharmacyOrder NowBuy Nembutal & Pentobarbital Online - Discreet & Secure DeliveryOrder Now Hard-to-Get Medications: Your Private & Reliable Online PharmacyOrder NowBuy Nembutal & Pentobarbital Online - Discreet & Secure DeliveryOrder Now NEMBUTAL PENTOBARBITAL | SECONAL (SECOBARBI,en-US,1,"text:first-name, text:last-name, text:phone-number, email:your-email, textarea:your-enquiry",,turnstile,screenshots/eurochoicepharmacy.com.jpg,0,,,0,CARDING,3,HIGH,,srv_fp:c794b850da31; fav:-364187614; captcha:turnstile,Suspicious pharmacy website with potential for carding,
frostysmm.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-05,2027-05-05,,,91.215.40.10,RU,200,active_content,https://frostysmm.com,ddos-guard,4b8db6e031cc,False,0,cf6391a184238dc6,,FrostySMM — Замораживаем конкурентов. Продвигаем тебя в топ.,,,"ЗАМОРАЖИВАЕМ КОНКУРЕНТОВ. ПРОДВИГАЕМ ВАС В ТОП. FROSTYSMM — Панель для продвижения Telegram, Instagram, TikTok, YouTubeНакрутка подписчиков Telegram, продвижение Instagram, увеличение просмотров TikTok, лайков YouTube, комментариев, реакций, репостов и активности в социальных сетях. Купить подписчиков и просмотры для каналов, групп, видео и аккаунтов через автоматическую SMM панель с высокой скоростью выполнения заказов Начать продвижение Посмотреть услуги ПРЕИМУЩЕСТВА Быстрыйстарт Низкиецены Вы",ru,,,,,screenshots/frostysmm.com.jpg,0,,,0,CARDING,3,HIGH,,srv_fp:4b8db6e031cc,Carding website,
garantpasport.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-24,2027-03-24,,,188.137.178.202,BH,200,redirect_external,https://fast-passport.net/,nginx,d8c33640a2fc,False,1058649027,c72714bcafa3b9f2,,Хочешь купить паспорт РФ? Сделаем за неделю без предоплаты,Нужен паспорт РФ? Купи паспорт за несколько дней без предоплаты,,"Нужен паспорт РФ? Купи паспорт за несколько дней без предоплаты Настоящий паспорт России либо дубликат на официальном бланке! Надежно Быстро Качественно Без присутствия Связь с нами: Отправить Быстро! Гарантированно! Если вы решили, что вам нужен легальный паспорт РФ срочно, мы обязательно поможем вам получить желаемые документы и другие сопутствующие за несколько дней без вашего присутствия. С нами вы надежно и быстро станете обладателем полностью легального паспорта РФ, получить документы може",en,2,"email:Ваш email, text:Ваш вопрос, text:name, email:email, textarea:message",,,screenshots/garantpasport.com.jpg,0,,,0,CARDING,3,HIGH,,srv_fp:d8c33640a2fc; fav:1058649027,Website offering fake passports for sale,
modafinil-buy-online.com,Fewmoretaps OU d/b/a Trustname.com,2025-07-28,2026-07-28,support@mxl.zendesk.com,,186.2.163.247,NL,403,empty,https://modafinilxl.com/?promo=pop&campaign=modafinilbuyonlinecom,ddos-guard,4b8db6e031cc,False,,b9c498c1330aac4a,,DDoS-Guard,,,,,,,,,,0,,,0,CARDING,3,HIGH,,srv_fp:4b8db6e031cc,"Website related to modafinil, possibly a carding website with a DDoS-Guard error",
modafinil-kaufen-deutschland.com,Fewmoretaps OU d/b/a Trustname.com,2025-07-28,2026-07-28,support@mxl.zendesk.com,,186.2.163.247,NL,403,empty,https://modafinilxl.com/?promo=pop&campaign=modafinilkaufendeutschlandcom,ddos-guard,4b8db6e031cc,False,,b9c498c1330aac4a,,DDoS-Guard,,,,,,,,,,0,,,0,CARDING,3,HIGH,,srv_fp:4b8db6e031cc,"Website related to modafinil, possibly a carding website with a DDoS-Guard error",
modafinilcat.com,Fewmoretaps OU d/b/a Trustname.com,2020-09-04,2029-09-04,,,172.67.138.119,US,200,active_with_forms,https://modafinilcat.com,cloudflare,811e0897f489,True,,eb681a6b5eee09f4,,Buy Modafinil Online [No Rx] with Fast Shipping - ModafinilCat,Buy Modafinil Online with Fast Shipping from ModafinilCat,"Welcome to ModafinilCat – your trusted online store for cheap nootropics from India. We offer secure payments, discreet worldwide shipping & best prices.","Skip to content No products in the cart. Return To Shop $0.00 0 Cart Free Shipping on all orders. No minimum, no small order fee. Order Assurance Get your order, or your money back. 20% Off Bitcoin and cryptocurrency payments. Credit Cards accepted with no surcharge. Buy Modafinil Online with Fast Shipping from ModafinilCat Ordering Modafinil online has never been a walk in the park, but we’re not your everyday Modafinil online pharmacy. Enjoy free shipping with tracking worldwide and full refun",en-US,1,search:s,,,screenshots/modafinilcat.com.jpg,0,,,0,CARDING,3,HIGH,,srv_fp:811e0897f489,"Website related to modafinil, possibly a carding website with a buy modafinil online section",AS13335
network-access.systems,Fewmoretaps OU d/b/a Trustname.com,2026-05-13,2027-05-13,,,,,200,low_content,http://network-access.systems,nginx,d8c33640a2fc,False,,8a0531c587029ef5,,"Sorry, the website has been stopped",,,"Website not found Sorry, Please confirm that this domain name has been bound to your website.",,,,,,screenshots/network-access.systems.jpg,0,,,0,CARDING,3,HIGH,,srv_fp:d8c33640a2fc,Stopped website with suspicious access,
onlipravaz.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-22,2027-05-22,,,5.101.66.168,RU,200,active_with_forms,https://onlipravaz.com,nginx,d8c33640a2fc,False,,4bbc080f52ed0d8a,,Купить права официально ГИБДД,,"Купить водительские права онлайн без экзаменов и очередей. Надежно и конфиденциально. Легальные и подлинные документы. Оформление водительских прав категорий A, B, C, D и других. Широкий выбор докумен","Представляем вам уникальную возможность приобрести водительские права законно и без излишних неудобств. Наш продукт — это полноценные, официальные документы, которые позволят вам легально управлять автомобилем. Мы понимаем, что процесс получения водительских прав может быть длительным, сложным и требовать значительных затрат времени и денег. Однако, благодаря нашему сервису, вы сможете избежать этих трудностей. Мы предлагаем вам возможность получить водительские права без посещения автошколы, пр",ru-RU,1,text:s,,,screenshots/onlipravaz.com.jpg,0,,,0,CARDING,3,HIGH,,srv_fp:d8c33640a2fc,Website for buying official rights,
pizzalhat.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-03,2027-06-03,,,172.67.170.59,US,200,empty,http://pizzalhat.com,cloudflare,811e0897f489,True,,0000000000000000,,,,,,,,,,,screenshots/pizzalhat.com.jpg,0,,,0,CARDING,3,HIGH,,srv_fp:811e0897f489,Carding website with suspicious activity,AS13335
rf-pasport-pokupka.org,Fewmoretaps OU d/b/a Trustname.com,2026-03-24,2027-03-24,,,,,200,active_content,https://rf-pasport-pokupka.org/,nginx,d8c33640a2fc,False,,5b3532d71e65791f,,Паспорт РФ купить с достакой в Москве и всей России - без предоплаты,,,"Паспорт РФ дубликатс проводкой по базе Паспорт с другими данными и вашим фото быстро и надежно! Дубль паспорта гражданина России за 12-24 часа делаем без аванса и без заморочек. Все паспорта выполняются строго на официальных бланках Решил купить копию паспорта? Решил срочно купитьроссийский паспорт? Обращайся на е-мейл и мы решим ваш вопрос в срочном порядке! Наш ТГ: @newdoc26 Работаем на доверии к клиенту без скрытых платежей! Мы работаем на прямую без посредников, с нами вы в надежных руках! П",ru,,,,,screenshots/rf-pasport-pokupka.org.jpg,0,,,0,CARDING,3,HIGH,,srv_fp:d8c33640a2fc,Potential carding website selling Russian passports,
vaxtaflow.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-13,2027-04-13,,,,,200,active_content,https://vaxtaflow.com,Apache/2.4.58 (Ubuntu),4345aa784845,False,,9b219e8712743913,,Работа охранником вахтой на нефтяном месторождении — 205 000 ₽ за вахту,"Работа охранником вахтой на нефтяном месторождении
Стабильная вахта с проживанием на объекте","Вакансия охранника на вахту на нефтяное месторождение в ХМАО. Вахта 30/30 или 60/30, проживание в общежитии, форма и СИЗ, стабильная зарплата 205 000 ₽ за вахту.","Вахта 30/30 или 60/30 — ХМАО, нефтяное месторождение Работа охранником вахтой на нефтяном месторождении Стабильная вахта с проживанием на объекте Вахта 30/30 или 60/30, проживание в общежитии, питание в столовой, форма и СИЗ за счёт компании. Понятный регламент службы и стабильная работа на крупном промысле. Заполнить анкету Короткая анкета на 28 вопросов Заполнение 4 минуты После заполнения 100% ответ в течение 48 часов Вакансия для мужчин в охране объектаНефтяное месторождение (ХМАО) Трудоустр",ru,,,,,screenshots/vaxtaflow.com.jpg,0,,,0,CARDING,3,HIGH,,srv_fp:4345aa784845,Job posting for oil rig security,
vaxtaservice.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-13,2027-04-13,,,,,200,active_content,https://vaxtaservice.com,Apache/2.4.58 (Ubuntu),4345aa784845,False,,2b208bd72264f313,,Требуются водители категории B для работы вахтовым методом,"Требуются водители категории B
Приглашаем граждан СНГ",Требуются водители категории B для работы вахтовым методом – 205 000/месяц + оплачиваемые перелёты и проживание,"Вахтовый график 30/30 60/30 90/30 Требуются водители категории B Приглашаем граждан СНГ Прямой работодатель. Стабильная работа на нефтяном месторождении Роснефти с официальным трудоустройством, оплатой проезда и проживания. Заполнить анкету Вакансия водителем (категория B) вахтовым методомНефтяное месторождение (ЯНАО) Трудоустройство по ТК РФ с полной юридической защитой Работа на производственном участке Роснефти (ЯНАО) Полное сопровождение по документам для иностранных сотрудников (УФМС, регис",ru,,,,,screenshots/vaxtaservice.com.jpg,0,,,0,CARDING,3,HIGH,,srv_fp:4345aa784845,Job posting for drivers,
vaycasinoaff.icu,Fewmoretaps OU d/b/a Trustname.com,2026-05-17,2027-05-17,,,131.222.213.13,US,403,empty,https://vaycasinoaff.icu,LiteSpeed,4492f7f3e69c,False,,f3bc8ec13c3d1b8d,,403 Forbidden,,,,,,,,,,0,,,0,CARDING,3,HIGH,Casino,srv_fp:4492f7f3e69c,"403 Forbidden error, likely a carding or phishing site",
vaycasinoaff2026.icu,Fewmoretaps OU d/b/a Trustname.com,2026-05-17,2027-05-17,,,131.222.213.13,US,403,empty,https://vaycasinoaff2026.icu,LiteSpeed,4492f7f3e69c,False,,f3bc8ec13c3d1b8d,,403 Forbidden,,,,,,,,,,0,,,0,CARDING,3,HIGH,Casino,srv_fp:4492f7f3e69c,"403 Forbidden error, likely a carding or phishing site",
vaycasinoaffilate2026.icu,Fewmoretaps OU d/b/a Trustname.com,2026-05-17,2027-05-17,,,131.222.213.13,US,403,empty,https://vaycasinoaffilate2026.icu,LiteSpeed,4492f7f3e69c,False,,f3bc8ec13c3d1b8d,,403 Forbidden,,,,,,,,,,0,,,0,CARDING,3,HIGH,Casino,srv_fp:4492f7f3e69c,"403 Forbidden error, likely a carding or phishing site",
vaycasinoerisim.icu,Fewmoretaps OU d/b/a Trustname.com,2026-05-17,2027-05-17,,,131.222.213.13,US,403,empty,https://vaycasinoerisim.icu,LiteSpeed,4492f7f3e69c,False,,f3bc8ec13c3d1b8d,,403 Forbidden,,,,,,,,,,0,,,0,CARDING,3,HIGH,Casino,srv_fp:4492f7f3e69c,"403 Forbidden error, likely a carding or phishing site",
vaycasinoerisimi.icu,Fewmoretaps OU d/b/a Trustname.com,2026-05-18,2027-05-18,,,131.222.213.13,US,403,empty,https://vaycasinoerisimi.icu,LiteSpeed,4492f7f3e69c,False,,f3bc8ec13c3d1b8d,,403 Forbidden,,,,,,,,,,0,,,0,CARDING,3,HIGH,Casino,srv_fp:4492f7f3e69c,"403 Forbidden error, likely a carding or phishing site",
vaycasinogir.icu,Fewmoretaps OU d/b/a Trustname.com,2026-05-13,2027-05-13,,,131.222.213.13,US,403,empty,https://vaycasinogir.icu,LiteSpeed,4492f7f3e69c,False,,f3bc8ec13c3d1b8d,,403 Forbidden,,,,,,,,,,0,,,0,CARDING,3,HIGH,Casino,srv_fp:4492f7f3e69c,"403 Forbidden error, likely a carding or phishing site",
vaycasinogiris27.icu,Fewmoretaps OU d/b/a Trustname.com,2026-05-14,2027-05-14,,,131.222.213.13,US,403,empty,https://vaycasinogiris27.icu,LiteSpeed,4492f7f3e69c,False,,f3bc8ec13c3d1b8d,,403 Forbidden,,,,,,,,,,0,,,0,CARDING,3,HIGH,Casino,srv_fp:4492f7f3e69c,"403 Forbidden error, likely a carding or phishing site",
wiingstops.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-06,2027-05-06,helpdesk@wingstop.com,,188.114.96.3,US,200,redirect_external,https://wiingstops.com,cloudflare,811e0897f489,True,-144764414,c649a3e4ff4e777b,,"Wingstop | Cooked to Order: Flavor Packed Wings, Tenders & More",,,,,,,,recaptcha,screenshots/wiingstops.com.jpg,0,,,0,CARDING,3,HIGH,Wingstop,srv_fp:811e0897f489; fav:-144764414; captcha:recaptcha,Impersonating Wingstop's website for carding purposes,AS13335
394823-ledger.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-23,2027-05-23,,,188.114.96.3,US,403,empty,http://394823-ledger.com,cloudflare,811e0897f489,True,,b9a0b641808db397,,,,,,,,,,,,0,,,0,CRYPTO_DRAIN,3,HIGH,Ledger,srv_fp:811e0897f489,A wallet that protects and puts you in control of your cryptocurrency.,AS13335
alphamegapharmacy.com,Fewmoretaps OU d/b/a Trustname.com,2025-07-30,2026-07-30,,,190.115.31.173,BZ,403,empty,https://buygenerics.com/?promo=pop&campaign=alphamegapharmacycom,ddos-guard,4b8db6e031cc,False,,b9c498c1330aac4a,,DDoS-Guard,,,,,,,,,,0,,,0,CRYPTO_DRAIN,3,HIGH,,srv_fp:4b8db6e031cc,Potential cryptocurrency drain or scam,
bastwin.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-28,2027-04-28,,,104.21.84.105,US,200,active_content,https://bastwin.com/,cast-sec,c7cc5bd0c92d,False,,c4ff49d81f0a96a0,,Bastwin: Most Popular Online Crypto Casino Based on Blockchain,,,,,,,,,,0,,,0,CRYPTO_DRAIN,3,HIGH,Bastwin,srv_fp:c7cc5bd0c92d,"Online crypto casino based on blockchain, potential for cryptocurrency drain",AS13335
